stakeholder,month,topic_id,absolute_impact,relative_impact,monthly_document_count
user,2016-10,48,105,0.020138089758342925,5214
user,2016-10,49,80,0.01534330648254699,5214
user,2016-11,0,139,0.024002762907960627,5791
user,2016-11,1,78,0.013469176308064238,5791
user,2016-11,2,80,0.013814539803142808,5791
user,2016-11,3,141,0.0243481264030392,5791
user,2016-11,4,122,0.02106717319979278,5791
user,2016-11,5,101,0.017440856501467795,5791
user,2016-11,6,139,0.024002762907960627,5791
user,2016-11,7,159,0.02745639785874633,5791
user,2016-11,8,124,0.02141253669487135,5791
user,2016-11,9,114,0.019685719219478502,5791
user,2016-11,10,111,0.019167673976860644,5791
user,2016-11,11,91,0.015714039026074943,5791
user,2016-11,12,92,0.015886720773614228,5791
user,2016-11,13,116,0.020031082714557072,5791
user,2016-11,14,146,0.025211535140735625,5791
user,2016-11,15,149,0.02572958038335348,5791
user,2016-11,16,95,0.016404766016232083,5791
user,2016-11,17,95,0.016404766016232083,5791
user,2016-11,18,100,0.01726817475392851,5791
user,2016-11,19,78,0.013469176308064238,5791
user,2016-11,20,84,0.014505266793299948,5791
user,2016-11,21,108,0.01864962873424279,5791
user,2016-11,22,108,0.01864962873424279,5791
user,2016-11,23,109,0.018822310481782074,5791
user,2016-11,24,92,0.015886720773614228,5791
user,2016-11,25,140,0.024175444655499912,5791
user,2016-11,26,148,0.025556898635814194,5791
user,2016-11,27,138,0.023830081160421342,5791
user,2016-11,28,118,0.02037644620963564,5791
user,2016-11,29,121,0.020894491452253496,5791
user,2016-11,30,121,0.020894491452253496,5791
user,2016-11,31,155,0.02676567086858919,5791
user,2016-11,32,89,0.015368675530996374,5791
user,2016-11,33,97,0.016750129511310656,5791
user,2016-11,34,128,0.022103263685028494,5791
user,2016-11,35,111,0.019167673976860644,5791
user,2016-11,36,127,0.02193058193748921,5791
user,2016-11,37,124,0.02141253669487135,5791
user,2016-11,38,145,0.02503885339319634,5791
user,2016-11,39,101,0.017440856501467795,5791
user,2016-11,40,117,0.020203764462096357,5791
user,2016-11,41,160,0.027629079606285616,5791
user,2016-11,42,104,0.01795890174408565,5791
user,2016-11,43,119,0.020549127957174926,5791
